"4611","K90.1","Sprue tropikalne"
"4612","K90.2","Zespół ślepej pętli niesklasyfikowany gdzie indziej"
"4613","K90.3","Tłuszczowa biegunka trzustkowa"
"4614","K90.4","Nieprawidłowe wchłanianie wywołane przez nietolerancję, niesklasyfikowane gdzie indziej"
"4615","K90.8","Inne nieprawidłowe wchłanianie jelitowe"
"4616","K90.9","Nieprawidłowe wchłanianie jelitowe, nie określone"
"4617","K91","Pooperacyjne zaburzenia układu pokarmowego niesklasyfikowane gdzie indziej"
"4618","K91.0","Wymioty spowodowane zabiegami chirurgicznymi żołądkowo-jelitowymi"
"4619","K91.1","Zespoły po zabiegach chirurgicznych żołądka"
"4620","K91.2","Nieprawidłowe wchłanianie po zabiegach chirurgicznych niesklasyfikowane gdzie indziej"
"4621","K91.3","Pooperacyjna niedrożność jelitowa"
"4622","K91.4","Nieprawidłowa czynność zespoleń okrężniczych lub jelitowych (kolostomii, enterostomii)"
"4623","K91.5","Zespół po usunięciu pęcherzyka żółciowego"
"4624","K91.8","Inne pooperacyjne zaburzenia układu pokarmowego niesklasyfikowane gdzie indziej"
"4625","K91.9","Pooperacyjne zaburzenia układu pokarmowego, nie określone "
"4626","K92","Inne choroby układu pokarmowego"
"4627","K92.0","Wymioty krwawe"
"4628","K92.1","Stolce smołowate"
"4629","K92.2","Krwotok żołądkowo-jelitowy, nie określony"
"4630","K92.8","Inne określone choroby układu pokarmowego"
"4631","K92.9","Choroba układu pokarmowego, nie określona"
"4632","K93","Schorzenia innych narządów układu pokarmowego w chorobach sklasyfikowanych gdzie indziej"
"4633","K93.0","Gruźlicze zaburzenia jelit, otrzewnej i węzłów chłonnych krezkowych (A18.3+)"
"4634","K93.1","Okrężnica olbrzymia w chorobie Chagasa (B57.3+)"
"4635","K93.8","Zaburzenia innych określonych narządów układu pokarmowego w chorobach sklasyfikowanych gdzie indziej"
"4636","L00","Liszajec pęcherzowy noworodków"
"4637","L01","Liszajec"
"4638","L01.0","Liszajec [każdej etiologii bakteryjnej] [każdej okolicy] "
"4639","L01.1","Zliszajowacenie innych zmian skórnych"
"4640","L02","Ropień skóry, czyrak i czyrak gromadny"
"4641","L02.0","Ropień skóry, czyrak i czyrak gromadny twarzy"
"4642","L02.1","Ropień skóry, czyrak, czyrak gromadny szyi"
"4643","L02.2","Ropień skóry, czyrak, czyrak gromadny tułowia"
"4644","L02.3","Ropień skóry, czyrak, czyrak gromadny pośladka"
"4645","L02.4","Ropień skóry, czyrak, czyrak gromadny kończyny"
"4646","L02.8","Ropień skóry, czyrak, czyrak gromadny o innej lokalizacji "
"4647","L02.9","Nieokreślony ropień skóry, czyrak, czyrak gromadny"
"4648","L03","Zapalenie tkanki łącznej"
"4649","L03.0","Zapalenie tkanki podskórnej palca ręki i stopy"
"4650","L03.1","Zapalenie tkanki lącznej innych części kończyny"
"4651","L03.2","Zapalenie tkanki łącznej twarzy"
"4652","L03.3","Zapalenie tkanki łącznej tułowia"
"4653","L03.8","Zapalenie tkanki łącznej o innej lokalizacji"
"4654","L03.9","Nieokreślone zapalenie tkanki łącznej"
"4655","L04","Ostre zapalenie węzłów chłonnych"
"4656","L04.0","Ostre zapalenie węzłów chłonnych twarzy, głowy i szyi"
"4657","L04.1","Ostre zapalenie węzłów chłonnych tułowia"
"4658","L04.2","Ostre zapalenie węzłów chłonnych kończyny górnej"
"4659","L04.3","Ostre zapalenie węzłów chłonnych kończyny dolnej"
"4660","L04.8","Ostre zapalenie węzłów chłonnych o innej lokalizacji"
"4661","L04.9","Nieokreślone ostre zapalenie węzłów chłonnych"
"4662","L05","Torbiel pilonidalna"
"4663","L05.0","Torbiel pilonidalna z ropniem"
"4664","L05.9","Torbiel pilonidalna bez ropnia"
"4665","L08","Inne miejscowe zakażenia skóry i tkanki podskórnej"
"4666","L08.0","Ropne zapalenie skóry"
"4667","L08.1","Łupież rumieniowy"
"4668","L08.8","Inne określone zakażenia skóry i tkanki podskórnej"
"4669","L08.9","Miejscowe zakażenia skóry i tkanki podskórnej, nie określone "
"4670","L10","Pęcherzyca"
"4671","L10.0","Pęcherzyca zwykła"
"4672","L10.1","Pęcherzyca bujająca"
"4673","L10.2","Pęcherzyca liściasta"
"4674","L10.3","Pęcherzyca brazylijska [fogo selvagem]"
"4675","L10.4","Pęcherzyca rumieniowata"
"4676","L10.5","Pęcherzyca polekowa"
"4677","L10.8","Inna pęcherzyca"
"4678","L10.9","Nieokreślona pęcherzyca"
"4679","L11","Inne schorzenia z akantolizą"
"4680","L11.0","Nabyte rogowacenie mieszkowe"
"4681","L11.1","Przemijająca dermatoza z akantolizą [choroba Grovera]"
"4682","L11.8","Inne określone choroby skóry z akantolizą"
"4683","L11.9","Schorzenia z akantolizą, nie określone"
"4684","L12","Pemfigoid"
"4685","L12.0","Pemfigoid pęcherzowy"
"4686","L12.1","Pemfigoid bliznowaciejący"
"4687","L12.2","Przewlekła choroba pęcherzowa dzieci"
"4688","L12.3","Nabyte pęcherzowe oddzielanie się naskórka"
"4689","L12.8","Inny pemfigoid"
"4690","L12.9","Nieokreślony pemfigoid"
"4691","L13","Inne choroby pęcherzowe"
"4692","L13.0","Zapalenie skóry opryszczkowate"
"4693","L13.1","Dermatitis subcornealis pustulosa"
"4694","L13.8","Inne określone choroby pęcherzowe"
"4695","L13.9","Nieokreślone choroby pęcherzowe"
"4696","L14","Choroby pęcherzowe w przebiegu schorzeń sklasyfikowanych gdzie indziej"
"4697","L20","Atopowe zapalenie skóry"
"4698","L20.0","Świerzbiączka skazowa Besniera"
"4699","L20.8","Inne atopowe zapalenia skóry"
"4700","L20.9","Atopowe zapalenie skóry, nie określone"
"4701","L21","Łojotokowe zapalenie skóry"
"4702","L21.0","Łojotok głowy"
"4703","L21.1","Dziecięce łojotokowe zapalenie skóry"
"4704","L21.8","Inne łojotokowe zapalenie skóry"
"4705","L21.9","Nieokreślone łojotokowe zapalenie skóry"
"4706","L22","Pieluszkowe (serwetkowe) zapalenie skóry"
"4707","L23","Alergiczne kontaktowe zapalenie skóry"
"4708","L23.0","Alergiczne kontaktowe zapalenie skóry wywołane przez kontakt z metalami"
"4709","L23.1","Alergiczne kontaktowe zapalenie skóry wywołane przez przylepiec "
"4710","L23.2","Alergiczne kontaktowe zapalenie skóry wywołane kosmetykami "
"4711","L23.3","Alergiczne kontaktowe zapalenie skóry wywołane przez kontakt leków ze skórą"
"4712","L23.4","Alergiczne kontaktowe zapalenie skóry wywołane barwnikami "
"4713","L23.5","Alergiczne kontaktowe zapalenie skóry wywołane innymi środkami chemicznymi"
"4714","L23.6","Alergiczne kontaktowe zapalenie skóry wywołane kontaktem pokarmu ze skórą"
"4715","L23.7","Alergiczne kontaktowe zapalenie skóry wywołane roślinami, (z wyjątkiem żywności)"
"4716","L23.8","Alergiczne kontaktowe zapalenie skóry wywołane innymi czynnikami"
"4717","L23.9","Alergiczne kontaktowe zapalenie skóry o nieokreślonej przyczynie"
"4718","L24","Kontaktowe zapalenie skóry z podrażnienia"
"4719","L24.0","Kontaktowe zapalenie skóry z podrażnienia wywołane przez kontakt z detergentami"
"4720","L24.1","Kontaktowe zapalenie skóry z podrażnienia wywołane przez kontakt z olejami i smarami"
"4721","L24.2","Kontaktowe zapalenie skóry z podrażnienia wywołane rozpuszczalnikami"
"4722","L24.3","Kontaktowe zapalenie skóry z podrażnienia wywołane kosmetykami "
"4723","L24.4","Kontaktowe zapalenie skóry z podrażnienia wywołane kontaktem z lekami"
"4724","L24.5","Kontaktowe zapalenie skóry z podrażnienia wywołane innymi środkami chemicznymi"
"4725","L24.6","Kontaktowe zapalenie skóry z podrażnienia wywołane kontaktem z produktami żywnościowymi"
"4726","L24.7","Kontaktowe zapalenie skóry z podrażnienia wywołane roślinami, z wyjątkiem żywności"
"4727","L24.8","Kontaktowe zapalenie skóry z podrażnienia wywołane innymi czynnikami"
"4728","L24.9","Kontaktowe zapalenie skóry z podrażnienia wywołane przez nieokreślone czynniki"
"4729","L25","Nieokreślone kontaktowe zapalenie skóry"
"4730","L25.0","Nieokreślone kontaktowe zapalenie skóry wywołane kosmetykami "
"4731","L25.1","Nieokreślone kontaktowe zapalenie skóry wywołane przez kontakt skóry z lekami"
"4732","L25.2","Nieokreślone kontaktowe zapalenie skóry wywołane barwnikami "
"4733","L25.3","Nieokreślone zapalenie skóry wywołane innymi substancjami chemicznymi"
"4734","L25.4","Nieokreślone kontaktowe zapalenie skóry wywołane przez kontakt skóry z żywnością"
"4735","L25.5","Nieokreślone kontaktowe zapalenie skóry wywołane przez rośliny, z wyjątkiem żywności"
"4736","L25.8","Nieokreślone kontaktowe zapalenie skóry wywołane przez inne czynniki"
"4737","L25.9","Nieokreślone kontaktowe zapalenie skóry wywołane przez nieokreślone czynniki"
"4738","L26","Złuszczające zapalenie skóry"
"4739","L27","Zapalenie skóry wywołane substancjami wprowadzonymi do ustroju "
"4740","L27.0","Uogólniona osutka skórna wywołana lekami i innymi środkami leczniczymi"
"4741","L27.1","Ograniczona osutka skórna wywołana lekami i innymi środkami leczniczymi"
"4742","L27.2","Zapalenie skóry wywołane spożytą żywnością"
"4743","L27.8","Zapalenie skóry wywołane innymi substancjami wprowadzonymi do ustroju"
"4744","L27.9","Zapalenie skóry wywołane nieokreślonymi substancjami wprowadzonymi do ustroju"
"4745","L28","Przewlekły liszaj pospolity i świerzbiączka [prurigo]"
"4746","L28.0","Przewlekły liszaj pospolity"
"4747","L28.1","Świerzbiączka guzkowa"
"4748","L28.2","Inna świerzbiączka"
"4749","L29","Świąd [pruritus]"
"4750","L29.0","Świąd odbytu"
"4751","L29.1","Świąd moszny"
"4752","L29.2","Świąd pochwy"
"4753","L29.3","Świąd okolic odbytu i narządów płciowych, nie określony"
"4754","L29.8","Inny świąd"
"4755","L29.9","Świąd, nie określony"
"4756","L30","Inne zapalenie skóry"
"4757","L30.0","Wyprysk pieniążkowaty"
"4758","L30.1","Potnica [pompholyx]"
"4759","L30.2","Autoalergizacja skórna"
"4760","L30.3","Dermatozy zakaźne"
"4761","L30.4","Wyprzenie"
"4762","L30.5","Łupież biały [pityriasis alba]"
"4763","L30.8","Inne określone zapalenie skóry"
"4764","L30.9","Nieokreślone zapalenie skóry"
"4765","L40","Łuszczyca [psoriasis]"
"4766","L40.0","Łuszczyca pospolita"
"4767","L40.1","Łuszczyca krostkowa uogólniona"
"4768","L40.2","Zapalenie ciągłe krostkowe kończyn [acrodermatitis continua] "
"4769","L40.3","Łuszczyca krostkowa dłoni i podeszw"
"4770","L40.4","Łuszczyca grudkowa"
"4771","L40.5","Łuszczyca stawowa (M07.0-M07.3, M09.0)"
"4772","L40.8","Inna łuszczyca"
"4773","L40.9","Nieokreślona łuszczyca"
"4774","L41","Przyłuszczyca [parapsoriasis]"
"4775","L41.0","Przyłuszczyca ostra [pityriasis lichenoides et varioliformis acuta]"
"4776","L41.1","Przyłuszczyca przewlekła [pityriasis lichenoides chronica] "
"4777","L41.2","Lymphomatoid papulosis"
"4778","L41.3","Przyłuszczyca plackowata drobnoogniskowa"
"4779","L41.4","Przyłuszczyca plackowata wielkoogniskowa"
"4780","L41.5","Przyłuszczyca siatkowata"
"4781","L41.8","Inna przyłuszczyca"
"4782","L41.9","Nieokreślona przyłuszczyca"
"4783","L42","Łupież różowy Giberta [pityriasis rosea Gibert']"
"4784","L43","Liszaj płaski [lichen planus]"
"4785","L43.0","Liszaj płaski przerostowy"
"4786","L43.1","Liszaj płaski pęcherzowy"
"4787","L43.2","Liszajowa reakcja polekowa"
"4788","L43.3","Podostry (aktywny) liszaj płaski"
"4789","L43.8","Inny liszaj płaski"
"4790","L43.9","Nieokreślony liszaj płaski"
"4791","L44","Inne choroby grudkowo-złuszczające"
"4792","L44.0","Łupież czerwony mieszkowy [pityriasis rubra piliaris]"
"4793","L44.1","Liszaj lśniący [lichen nitidus]"
"4794","L44.2","Liszaj pasmowaty [lichen striatus]"
"4795","L44.3","Liszaj czerwony paciorkowaty [lichen ruber moniliformis] "
"4796","L44.4","Dziecięce grudkowe zapalenie ciągłe skóry kończyn [choroba Gianotti-Crosti]"
"4797","L44.8","Inne określone choroby grudkowo-złuszczające"
"4798","L44.9","Nieokreślone choroby grudkowo-złuszczające"
"4799","L45","Choroby grudkowo-złuszczające w schorzeniach sklasyfikowanych gdzie indziej"
"4800","L50","Pokrzywka"
"4801","L50.0","Pokrzywka alergiczna"
"4802","L50.1","Pokrzywka idiopatyczna"
"4803","L50.2","Pokrzywka wywołana zimnem i ciepłem"
"4804","L50.3","Pokrzywka dermograficzna"
"4805","L50.4","Pokrzywka wibracyjna"
"4806","L50.5","Pokrzywka cholinergiczna"
"4807","L50.6","Pokrzywka kontaktowa"
"4808","L50.8","Inna pokrzywka"
"4809","L50.9","Nieokreślona pokrzywka"
"4810","L51","Rumień wielopostaciowy [erythema multiforme]"
"4811","L51.0","Niepęcherzowy rumień wielopostaciowy"
"4812","L51.1","Pęcherzowy rumień wielopostaciowy"
"4813","L51.2","Toksyczne martwicze oddzielanie się naskórka [choroba Lyella] "
"4814","L51.8","Inny rumień wielopostaciowy"
"4815","L51.9","Rumień wielopostaciowy, nie określony"
"4816","L52","Rumień guzowaty [erythema nodosum]"
"4817","L53","Inne stany rumieniowe"
"4818","L53.0","Rumień toksyczny"
"4819","L53.1","Rumień obrączkowaty odśrodkowy Dariera"
"4820","L53.2","Rumień brzeżny"
"4821","L53.3","Inny przewlekły rumień girlandowaty"
"4822","L53.8","Inne określone stany rumieniowe"
"4823","L53.9","Stany rumieniowe, nie określone"
"4824","L54","Rumień w przebiegu chorób sklasyfikowanych gdzie indziej"
"4825","L54.0","Rumień obrączkowaty w przebiegu ostrej gorączki reumatycznej (I00+)"
"4826","L54.8","Rumień w innych chorobach sklasyfikowanych gdzie indziej "
"4827","L55","Oparzenie słoneczne"
"4828","L55.0","Oparzenie słoneczne pierwszego stopnia"
"4829","L55.1","Oparzenie słoneczne drugiego stopnia"
"4830","L55.2","Oparzenie słoneczne trzeciego stopnia"
"4831","L55.8","Inne oparzenie słoneczne"
"4832","L55.9","Nieokreślone oparzenie słoneczne"
"4833","L56","Inne ostre zmiany skóry wywołane promieniowaniem ultrafioletowym "
"4834","L56.0","Reakcja fototoksyczna indukowana lekiem"
"4835","L56.1","Reakcja fotoalergiczna wywołana lekiem"
"4836","L56.2","Fotokontaktowe zapalenie skóry [berloque dermatitis]"
"4837","L56.3","Pokrzywka świetlna"
"4838","L56.4","Polimorficzna osutka świetlna"
"4839","L56.8","Inne określone ostre zmiany skórne wywołane promieniowaniem ultrafioletowym"
"4840","L56.9","Ostre zmiany skórne wywołane promieniowaniem ultrafioletowym, nie określone"
"4841","L57","Zmiany skórne wywołane długotrwałą ekspozycją na promieniowanie niejonizujące"
"4842","L57.0","Rogowacenie związane z promieniowaniem słonecznym [Actinic keratosis]"
"4843","L57.1","Actinic reticuloid"
"4844","L57.2","Skóra bruzdowata karku (romboidalna)"
"4845","L57.3","Zanik pstry naczyniasty [Poikilodermia Civatte]"
"4846","L57.4","Zwiotczenie sprężyste skóry [cutis laxa senilis]"
"4847","L57.5","Actinic granuloma"
"4848","L57.8","Inne zmiany skórne wywołane przewlekłą ekspozycją na promieniowanie niejonizujące"
"4849","L57.9","Zmiany skórne wywołane przewlekłą ekspozycją na promieniowanie niejonizujące, nie określone"
"4850","L58","Uszkodzenie porentgenowskie skóry [radiodermitis]"
"4851","L58.0","Wczesny odczyn porentgenowski"
"4852","L58.1","Późny odczyn porentgenowski"
"4853","L58.9","Nieokreślone porentgenowskie uszkodzenie skóry"
"4854","L59","Inne choroby skóry i tkanki podskórnej związane z napromieniowaniem"
"4855","L59.0","Rumień oparzeniowy [dermatitis ab igne]"
"4856","L59.8","Inne określone choroby skóry i tkanki podskórnej związane z napromieniowaniem"
"4857","L59.9","Choroby skóry i tkanki podskórnej związane z napromieniowaniem, nie określone"
"4858","L60","Choroby paznokcia"
"4859","L60.0","Wrastający paznokieć"
"4860","L60.1","Oddzielenie się płytki paznokciowej [onycholysis]"
"4861","L60.2","Szponowatość paznokci [onychogryphosis]"
"4862","L60.3","Dystrofia paznokcia"
"4863","L60.4","Linie Beau (bruzdowanie)"
"4864","L60.5","Zespół żółtych paznokci"
"4865","L60.8","Inne choroby paznokcia"
"4866","L60.9","Nieokreślone choroby paznokcia"
"4867","L62","Choroby paznokci w przebiegu schorzeń sklasyfikowanych gdzie indziej"
"4868","L62.0","Przerost skóry i kośćca z paznokciami pałeczkowatymi (M89.4+) "
"4869","L62.8","Choroby paznokci w schorzeniach sklasyfikowanych gdzie indziej "
"4870","L63","Łysienie plackowate [alopecia areata]"
"4871","L63.0","Łysienie (głowy) całkowite"
"4872","L63.1","Łysienie uogólnione"
"4873","L63.2","Wyłysienie pasmowate [ophiasis]"
"4874","L63.8","Inne łysienie plackowate"
"4875","L63.9","Nieokreślone łysienie plackowate"
"4876","L64","Łysienie androgenne"
"4877","L64.0","Łysienie androgenne indukowane lekami"
"4878","L64.8","Inne łysienie androgenne"
"4879","L64.9","Nieokreślone łysienie androgenne"
"4880","L65","Inna niebliznowaciejąca utrata włosów"
"4881","L65.0","Telogenowe wypadanie włosów [telogen effluvium]"
"4882","L65.1","Anagenowe wypadanie włosów [anagen effluvium]"
"4883","L65.2","Mucynoza mieszkowa [alopecia mucinosa]"
"4884","L65.8","Inna określona niebliznowaciejąca utrata włosów"
"4885","L65.9","Niebliznowaciejąca utrata włosów, nie określona"
"4886","L66","Łysienie bliznowaciejące"
"4887","L66.0","Łysienie rzekomoplackowate [pseudopalade]"
"4888","L66.1","Liszaj płaski mieszkowy"
"4889","L66.2","Wyłysiające zapalenie mieszków włosowych [folliculitis decalvans]"
"4890","L66.3","Zapalenie okołomieszkowe głowy ropowicze"
"4891","L66.4","Folliculitis ulerythematosa reticulata"
"4892","L66.8","Inne łysienie bliznowaciejące"
"4893","L66.9","Nieokreślone łysienie bliznowaciejące"
"4894","L67","Nieprawidłowości koloru i budowy włosów"
"4895","L67.0","Łamliwość włosów węzłowa [Trichorrhexis nodosa]"
"4896","L67.1","Zmiana zabarwienia włosów"
"4897","L67.8","Inne nieprawidłowości zabarwienia i budowy włosów"
"4898","L67.9","Nieprawidłowości zabarwienia i budowy włosów, nie określone "
"4899","L68","Nadmierne owłosienie [hypertrichosis]"
"4900","L68.0","Owłosienie patologiczne [hirsutyzm]"
"4901","L68.1","Nabyte nadmierne owłosienie typu płodowego"
"4902","L68.2","Ograniczone nadmierne owłosienie"
"4903","L68.3","Nadmierne owłosienie [politrichia]"
"4904","L68.8","Inne nadmierne owłosienie"
"4905","L68.9","Nadmierne owłosienie, nie określone"
"4906","L70","Trądzik [acne]"
"4907","L70.0","Trądzik pospolity [acne vulgaris]"
"4908","L70.1","Trądzik skupiony [acne conglobata]"
"4909","L70.2","Trądzik ospowaty [acne varioliformis]"
"4910","L70.3","Trądzik tropikalny"
"4911","L70.4","Trądzik dziecięcy"
"4912","L70.5","Trądzik z rozdrapania [acne excoriee des jeunes filles]"
"4913","L70.8","Inny trądzik"
"4914","L70.9","Nieokreślony trądzik"
"4915","L71","Trądzik różowaty [rosacea]"
"4916","L71.0","Okołoustne zapalenie skóry"
"4917","L71.1","Odmiana przerostowa trądzika różowatego [rhinophyma]"
"4918","L71.8","Inny trądzik różowaty"
"4919","L71.9","Nieokreślony trądzik różowaty"
"4920","L72","Torbiele mieszkowe skóry i tkanki podskórnej"
"4921","L72.0","Torbiel epidermalna"
"4922","L72.1","Torbiel osłonki włosa"
"4923","L72.2","Mnogie torbiele łojowe [Steatocystoma multiplex]"
"4924","L72.8","Inne torbiele mieszkowe skóry i tkanki podskórnej"
"4925","L72.9","Torbiele mieszkowe skóry i tkanki podskórnej, nie określone "
"4926","L73","Inne choroby mieszka włosowego"
"4927","L73.0","Trądzik bliznowcowy"
"4928","L73.1","Rzekome ropne zapalenie mieszków włosowych brody"
"4929","L73.2","Ropnie mnogie gruczołów apokrynowych pachy [hydradenitis suppurativa]"
"4930","L73.8","Inne określone choroby mieszków włosowych"
"4931","L74","Choroby gruczołów potowych"
"4932","L74.0","Potówka czerwona (R61.-)"
"4933","L74.1","Potówka zwykła [miliaria crystallina]"
"4934","L74.2","Potówka głęboka"
"4935","L74.3","Potówka, nie określona"
"4936","L74.4","Brak potu [anhydrosis]"
"4937","L74.8","Inne choroby gruczołów potowych"
"4938","L74.9","Nieokreślone choroby gruczołów potowych"
"4939","L75","Choroby gruczołów apokrynowych"
"4940","L75.0","Poty złowonne [bromhidrosis]"
"4941","L75.1","Poty barwne [chromhidrosis]"
"4942","L75.2","Choroba Fox-Fordyce"
"4943","L75.8","Inne choroby gruczołów apokrynowych"
"4944","L75.9","Nieokreślone choroby gruczołów apokrynowych"
"4945","L80","Bielactwo [vitiligo]"
"4946","L81","Inne zaburzenia pigmentacji"
"4947","L81.0","Nadmierna pigmentacja poinfekcyjna"
"4948","L81.1","Ostudy [chloasma]"
"4949","L81.2","Piegi"
"4950","L81.3","Plamy o zabarwieniu kawy z mlekiem [cafe au lait]"
"4951","L81.4","Inne nadmierne gromadzenie melaniny"
"4952","L81.5","Odbarwienie skóry [leucoderma], niesklasyfikowane gdzie indziej "
"4953","L81.6","Inne choroby ze zmniejszonym tworzeniem melaniny"
"4954","L81.7","Barwnikowe-naczyniowe zmiany skórne"
"4955","L81.8","Inne określone zaburzenia pigmentacji"
"4956","L81.9","Zaburzenia pigmentacji, nie określone"
"4957","L82","Brodawka łojotokowa (rogowacenie łojotokowe) [seborrheic keratosis]"
"4958","L83","Rogowacenie ciemne"
"4959","L84","Nagniotki i modzele"
"4960","L85","Inne zgrubienia naskórka"
"4961","L85.0","Rybia łuska nabyta"
"4962","L85.1","Nabyte rogowacenie dłoni i podeszew"
"4963","L85.2","Rogowacenie punktowe (dłoni i stóp)"
"4964","L85.3","Suchość skóry [Xerosis cutis]"
"4965","L85.8","Inne określone zgrubienie naskórka"
"4966","L85.9","Zgrubienie naskórka, nie określone"
"4967","L86","Uogólnione rogowacenie skóry w przebiegu chorób sklasyfikowanych gdzie indziej"
"4968","L87","Zaburzenia eliminacji przeznaskórkowej"
"4969","L87.0","Rogowacenie mieszkowe i okołomieszkowe wnikające do skóry [choroba Kyrle]"
"4970","L87.1","Reaktywna perforująca kolagenoza"
"4971","L87.2","Elastosis perforans serpingiosa"
"4972","L87.8","Inne zaburzenia eliminacji przeznaskórkowej"
"4973","L87.9","Zaburzenia eliminacji przeznaskórkowej, nie określone"
"4974","L88","Ropne zgorzelinowe zapalenie skóry"
"4975","L89","Owrzodzenie odleżynowe"
"4976","L90","Zanikowe schorzenia skóry"
"4977","L90.0","Liszaj twardzinowy i zanikowy"
"4978","L90.1","Zanik skórny plackowaty [Anetoderma] Schweninger-Buzzi"
"4979","L90.2","Zanik skórny plackowaty [Anetoderma] Jadassohn-Pellizzari "
"4980","L90.3","Zanik skóry Pasini i Pierini [Atrophoderma]"
"4981","L90.4","Przewlekłe zanikowe zapalenie skóry kończyn [Acrodermatitis chronica atrophicans]"
"4982","L90.5","Stany bliznowacenia i włóknienia skóry"
"4983","L90.6","Rozstępy skórne [striae atrophicae]"
"4984","L90.8","Inne zanikowe choroby skóry"
"4985","L90.9","Zanikowe choroby skóry, nie określone"
"4986","L91","Przerostowe choroby skóry"
"4987","L91.0","Blizna keloidowa"
"4988","L91.8","Inne przerostowe choroby skóry"
"4989","L91.9","Przerostowe choroby skóry, nie określone"
"4990","L92","Ziarniniakowe choroby skóry i tkanki podskórnej"
"4991","L92.0","Ziarniniak obrączkowaty"
"4992","L92.1","Obumieranie tłuszczowe, niesklasyfikowane gdzie indziej"
"4993","L92.2","Ziarniniak twarzy [eozynofilowy ziarniniak]"
"4994","L92.3","Ziarniniak ciała obcego skóry i tkanki podskórnej"
"4995","L92.8","Inne choroby ziarniniakowe skóry i tkanki podskórnej"
"4996","L92.9","Choroby ziarniniakowe skóry i tkanki podskórnej, nie określone "
"4997","L93","Liszaj [toczeń] rumieniowaty"
"4998","L93.0","Toczeń rumieniowaty krążkowy"
"4999","L93.1","Podostry toczeń rumieniowaty skórny"
"5000","L93.2","Inny miejscowy toczeń rumieniowaty"
"5001","L94","Inne ograniczone choroby tkanki łącznej"
"5002","L94.0","Twardzina ograniczona [morphea]"
"5003","L94.1","Twardzina linijna na głowie podobna do blizny po cięciu szablą [En coup de sabre]"
"5004","L94.2","Złogi wapniowe w skórze [calcinosis cutis]"
"5005","L94.3","Stwardnienie palców [Sclerodactylia]"
"5006","L94.4","Grudki Gottrona"
"5007","L94.5","Zanik pstry naczyniasty skóry"
"5008","L94.6","Ainhum"
"5009","L94.8","Inne określone miejscowe choroby tkanki łącznej"
"5010","L94.9","Ograniczone choroby tkanki łącznej, nie określone"
"5011","L95","Zapalenie naczyń [vasculitis] ograniczone do skóry, niesklasyfikowane gdzie indziej"
"5012","L95.0","Livedo-vasculitis"
"5013","L95.1","Rumień wyniosły i długotrwały [Erythema elevatum et diutinum] "
"5014","L95.8","Inne zapalenie naczyń ograniczone do skóry"
"5015","L95.9","Zapalenie naczyń ograniczone do skóry, nie określone"
"5016","L97","Owrzodzenie kończyny dolnej, niesklasyfikowane gdzie indziej "
"5017","L98","Inne choroby skóry i tkanki podskórnej, niesklasyfikowane gdzie indziej"
"5018","L98.0","Ziarniniak ropny"
"5019","L98.1","Zapalenie skóry wywołane"
"5020","L98.2","Dermatosis neutrophilica febrilis acuta [zespół Sweeta]"
"5021","L98.3","Eozynofilowe zapalenie tkanki podskórnej [choroba Wellsa] "
"5022","L98.4","Przewlekły wrzód skóry, niesklasyfikowany gdzie indziej"
"5023","L98.5","Mucynoza skóry"
"5024","L98.6","Inne naciekowe choroby skóry i tkanki podskórnej"
"5025","L98.8","Inne określone schorzenia skóry i tkanki podskórnej"
"5026","L98.9","Nieokreślone schorzenia skóry i tkanki podskórnej"
"5027","L99","Inne schorzenia skóry i tkanki podskórnej w przebiegu chorób sklasyfikowanych gdzie indziej"
"5028","M00","Ropne zapalenie stawów"
"5029","M00.0","Gronkowcowe zapalenie jedno- lub wielostawowe"
"5030","M00.1","Pneumokokowe zapalenie jedno- lub wielostawowe"
"5031","M00.2","Paciorkowcowe zapalenia jedno- lub wielostawowe"
"5032","M00.8","Inne bakteryjne zapalenia jedno- lub wielostawowe"
"5033","M00.9","Ropne zapalenia stawów, nie określone"
"5034","M01","Bezpośrednie infekcje stawów w przebiegu chorób zakaźnych i pasożytniczych sklasyfikowanych gdzie indziej"
"5035","M01.0","Meningokokowe zapalenie stawów (A39.8+)"
"5036","M01.1","Gruźlicze zapalenie stawów (A18.0+)"
"5037","M01.2","Zapalenie stawów w chorobie z Lyme (A69.2+)"
"5038","M01.3","Zapalenie stawów towarzyszące innym bakteryjnym chorobom sklasyfikowanym gdzie indziej"
"5039","M01.4","Zapalenie stawów w różyczce (B06.8+)"
"5040","M01.5","Zapalenie stawów związane z chorobami wirusowymi sklasyfikowanymi gdzie indziej"
"5041","M01.6","Grzybicze zapalenie stawów (B35-BG49+)"
"5042","M01.8","Zapalenie stawów w przebiegu chorób zakaźnych i pasożytniczych sklasyfikowanych gdzie indziej"
"5043","M02","Odczynowe zapalenie stawów"
"5044","M02.0","Artropatia po dokonaniu bypassów jelitowych"
"5045","M02.1","Poczerwonkowe zapalenie stawów"
"5046","M02.2","Poszczepienne zapalenie stawów"
"5047","M02.3","Choroba Reitera"
"5048","M02.8","Inne reaktywne artropatie"
"5049","M02.9","Reaktywne artropatie, nie określone"
"5050","M03","Poinfekcyjne i reaktywne artropatie w przebiegu chorób sklasyfikowanych gdzie indziej"
"5051","M03.0","Pomeningokokowe zapalenie stawów (A39.8+)"
"5052","M03.1","Poinfekcyjna artropatia w przebiegu kiły"
