1,"Abacavir + Lamivudine
Mylan","Abacavirum +
Lamivudinum",tabletki powlekane,"600 mg +
300 mg","30 tabl. w blistrze
30 tabl. w butelce
90 tabl.
60 tabl.","Rpz
Rpz
Rpz
Rpz","5909991292911
5909991292928
5909991292942
5909991292935",Mylan Laboratoires SAS,23429,"Lupin (Europe) Ltd.
Mylan S.A.S.
Hormosan Pharma GmbH","GB
FR
DE"
888,Atorvastatin Krka,Atorvastatinum,tabletki powlekane,20 mg,"10 tabl.
14 tabl.
20 tabl.
28 tabl.
30 tabl.
50 tabl.
56 tabl.
60 tabl.
84 tabl.
90 tabl.
98 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990975426
5909990975433
5909990975440
5909990975457
5909990975464
5909990975471
5909990975488
5909990975495
5909990975501
5909990975532
5909990975549
5909990975556","Krka, d.d., Novo mesto",20122,"Krka, d.d., Novo mesto",SI
889,Atorvastatin Krka,Atorvastatinum,tabletki powlekane,30 mg,"14 tabl.
30 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp
Rp","5909990885138
5909990885145
5909990885152
5909990885169","Krka, d.d., Novo mesto",18465,"Krka, d.d., Novo mesto",SI
890,Atorvastatin Krka,Atorvastatinum,tabletki powlekane,40 mg,"10 tabl.
14 tabl.
20 tabl.
28 tabl.
30 tabl.
50 tabl.
56 tabl.
60 tabl.
84 tabl.
90 tabl.
98 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990975563
5909990975570
5909990975587
5909990975594
5909990975600
5909990975631
5909990975648
5909990975655
5909990975662
5909990975679
5909990975686
5909990975693","Krka, d.d., Novo mesto",20123,"Krka, d.d., Novo mesto",SI
891,Atorvastatin Krka,Atorvastatinum,tabletki powlekane,60 mg,"14 tabl.
30 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp
Rp","5909990885176
5909990885183
5909990885190
5909990885206","Krka, d.d., Novo mesto",18466,"Krka, d.d., Novo mesto",SI
892,Atorvastatin Krka,Atorvastatinum,tabletki powlekane,80 mg,"14 tabl.
30 tabl.
60 tabl.
90 tabl.","Rp
Rp
Rp
Rp","5909990885237
5909990885244
5909990885251
5909990885268","Krka, d.d., Novo mesto",18467,"Krka, d.d., Novo mesto",SI
893,Atorvastatin Vitama,Atorvastatinum,tabletki powlekane,10 mg,"14 tabl.
28 tabl.
30 tabl. w blistrze
30 tabl. w butelce
50 tabl.
56 tabl.
90 tabl.
100 tabl.
200 tabl.
500 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909991200442
5909991200466
5909991200527
5909991200510
5909991200480
5909991200435
5909991200497
5909991200459
5909991200503
5909991200473",Vitama S.A.,22205,"APL Swift Services (Malta)
Ltd.
Milpharm Ltd","MT
GB"
894,Atorvastatin Vitama,Atorvastatinum,tabletki powlekane,20 mg,"14 tabl.
28 tabl.
30 tabl. w blistrze
30 tabl. w butelce
50 tabl.
56 tabl.
90 tabl.
100 tabl.
500 tabl.
200 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909991200831
5909991200824
5909991200787
5909991200756
5909991200800
5909991200817
5909991200763
5909991200794
5909991200848
5909991200770",Vitama S.A.,22206,"APL Swift Services (Malta)
Ltd.
Milpharm Limited","MT
GB"
895,Atorvastatin Vitama,Atorvastatinum,tabletki powlekane,40 mg,"14 tabl.
28 tabl.
30 tabl. w blistrze
30 tabl. w butelce
50 tabl.
56 tabl.
90 tabl.
100 tabl.
200 tabl.
500 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909991201043
5909991201012
5909991201050
5909991200992
5909991201081
5909991201029
5909991201036
5909991201074
5909991201005
5909991201067",Vitama S.A.,22207,"APL Swift Services (Malta)
Ltd.
Milpharm Ltd","MT
GB"
896,Atorvastatin Vitama,Atorvastatinum,tabletki powlekane,80 mg,"14 tabl.
28 tabl.
30 tabl. w blistrze
30 tabl. w butelce
50 tabl.
56 tabl.
90 tabl.
100 tabl.
200 tabl.
500 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909991201302
5909991201265
5909991201241
5909991201272
5909991201227
5909991201234
5909991201296
5909991201258
5909991201289
5909991201319",Vitama S.A.,22208,"APL Swift Services (Malta)
Ltd.
Milpharm Ltd","MT
GB"
897,Atorvastatinum 123ratio,Atorvastatinum,tabletki powlekane,10 mg,"7 tabl.
10 tabl.
14 tabl.
15 tabl.
20 tabl.
28 tabl.
30 tabl.
50 tabl.
56 tabl.
60 tabl.
84 tabl.
90 tabl.
98 tabl.
100 tabl.
200 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990838301
5909990848867
5909990848874
5909990848881
5909991029296
5909990848898
5909990848904
5909990848928
5909990848935
5909990848942
5909990848959
5909990848966
5909990848973
5909990848980
5909990848997",123ratio Sp. z o.o.,17894,"Teva UK Ltd.
Teva Pharma, S.L.U.
Teva Operations Poland Sp.
z o.o.
Merckle GmbH","GB
ES
PL
DE"
898,Atorvastatinum 123ratio,Atorvastatinum,tabletki powlekane,20 mg,"7 tabl.
10 tabl.
14 tabl.
15 tabl.
20 tabl.
28 tabl.
30 tabl.
50 tabl.
56 tabl.
60 tabl.
84 tabl.
90 tabl.
98 tabl.
100 tabl.
200 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990849031
5909990849048
5909990849055
5909990849062
5909991029302
5909990849079
5909990849086
5909990849093
5909990849109
5909990849123
5909990849130
5909990849147
5909990849154
5909990849161
5909990849178",123ratio Sp. z o.o.,17895,"Teva Pharma, S.L.U.
Teva UK Ltd.
Merckle GmbH
Teva Operations Poland Sp.
z o.o.","ES
GB
DE
PL"
899,Atorvastatinum 123ratio,Atorvastatinum,tabletki powlekane,40 mg,"7 tabl.
10 tabl.
14 tabl.
15 tabl.
20 tabl.
28 tabl.
30 tabl.
50 tabl.
56 tabl.
60 tabl.
84 tabl.
90 tabl.
98 tabl.
100 tabl.
200 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990849185
5909990849192
5909990849208
5909990849222
5909991029340
5909990849239
5909990849246
5909990849253
5909990849260
5909990849277
5909990849284
5909990849291
5909990849307
5909990849321
5909990849338",123ratio Sp. z o.o.,17896,"Teva Pharma, S.L.U.
Teva UK Ltd.
Merckle GmbH
Teva Operations Poland Sp.
z o.o.","ES
GB
DE
PL"
900,Atorvasterol,Atorvastatinum,tabletki powlekane,10 mg,"10 tabl.
30 tabl.
100 tabl.","Rp
Rp
Rp","5909990077793
5909990077847
5909990077878","Zakłady Farmaceutyczne
POLPHARMA S.A.",14155,"Zakłady Farmaceutyczne
POLPHARMA S.A.
Balkanpharma-Dupnitsa AD
Actavis ehf.","PL
BG
IS"
901,Atorvasterol,Atorvastatinum,tabletki powlekane,20 mg,"10 tabl.
30 tabl.
100 tabl.","Rp
Rp
Rp","5909990077892
5909990077939
5909990077960","Zakłady Farmaceutyczne
POLPHARMA S.A.",14156,"Zakłady Farmaceutyczne
POLPHARMA S.A.
Balkanpharma-Dupnitsa AD
Actavis ehf.","PL
BG
IS"
902,Atorvasterol,Atorvastatinum,tabletki powlekane,40 mg,"10 tabl.
30 tabl.
100 tabl.","Rp
Rp
Rp","5909990077984
5909990078028
5909990078059","Zakłady Farmaceutyczne
POLPHARMA S.A.",14157,"Zakłady Farmaceutyczne
POLPHARMA S.A.
Balkanpharma-Dupnitsa AD
Actavis ehf.","PL
BG
IS"
903,Atorvasterol,Atorvastatinum,tabletki powlekane,80 mg,30 tabl.,Rp,5909991041298,"Zakłady Farmaceutyczne
POLPHARMA S.A.",20931,"Zakłady Farmaceutyczne
POLPHARMA S.A.
Actavis ehf.","PL
IS"
904,Atorvox,Atorvastatinum,tabletki powlekane,10 mg,"30 tabl.
90 tabl.","Rp
Rp","5909990573400
5908289660142","Teva Pharmaceuticals
Polska Sp. z o.o.",12177,"Teva Operations Poland Sp.
z o.o.",PL
905,Atorvox,Atorvastatinum,tabletki powlekane,20 mg,"30 tabl.
90 tabl.","Rp
Rp","5909990573530
5908289660159","Teva Pharmaceuticals
Polska Sp. z o.o.",12178,"Teva Operations Poland Sp.
z o.o.",PL
906,Atorvox,Atorvastatinum,tabletki powlekane,40 mg,30 tabl.,Rp,5909990573547,"Teva Pharmaceuticals
Polska Sp. z o.o.",12181,"Teva Operations Poland Sp.
z o.o.",PL
907,Atorvox,Atorvastatinum,tabletki powlekane,80 mg,"7 tabl.
10 tabl.
14 tabl.
15 tabl.
20 tabl.
28 tabl.
30 tabl.
50 tabl.
56 tabl.
60 tabl.
84 tabl.
90 tabl.
98 tabl.
100 tabl.
200 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990849345
5909990849352
5909990849369
5909990849376
5909991029357
5909990849383
5909990849390
5909990849406
5909990849420
5909990849437
5909990849444
5909990849451
5909990849468
5909990849475
5909990849482","Teva Pharmaceuticals
Polska Sp. z o.o.",17897,"Teva Pharma, S.L.U.
Teva Pharmaceutical Works
Private Limited Company
TEVA Pharmaceutical
Works Private Limited
Company
Teva UK Ltd.
Pharmachemie B.V.
Teva Sante SA
Teva Czech Industries s.r.o.
Teva Operations Poland Sp.
z o.o.
Merckle GmbH","ES
HU
HU
GB
NL
FR
CZ
PL
DE"
908,Atorvox Plus,"Amlodipinum +
Atorvastatinum",tabletki powlekane,"5 mg + 10
mg","28 tabl.
30 tabl.
90 tabl.
100 tabl.","Rp
Rp
Rp
Rp","5909991196493
5909991196509
5909991196516
5909991196523","Teva Pharmaceuticals
Polska Sp. z o.o.",22164,"Actavis hf.
Actavis Ltd.","IS
MT"
909,Atorvox Plus,"Amlodipinum +
Atorvastatinum",tabletki powlekane,"10 mg + 10
mg","28 tabl.
30 tabl.
90 tabl.
100 tabl.","Rp
Rp
Rp
Rp","5909991196561
5909991196554
5909991196530
5909991196547","Teva Pharmaceuticals
Polska Sp. z o.o.",22165,"Actavis hf.
Actavis Ltd.","IS
MT"
910,Atosiban Accord,Atosibanum,"koncentrat do
sporządzania
roztworu do infuzji","37,5 mg/ 5
ml",1 fiol. 5 ml,Lz,5909991245276,"Accord Healthcare
Limited",22771,"Wessling Hungary Kft.
Accord Healthcare Limited","HU
GB"
911,Atosiban EVER Pharma,Atosibanum,"koncentrat do
sporządzania
roztworu do infuzji","6,75 mg/0,9
ml",1 fiol. 2 ml,Lz,5909991309015,EVER Valinject GmbH,23651,EVER Pharma Jena GmbH,DE
912,Atosiban EVER Pharma,Atosibanum,"koncentrat do
sporządzania
roztworu do infuzji","37,5 mg/5
ml",1 fiol. 5 ml,Lz,5909991309022,EVER Valinject GmbH,23652,EVER Pharma Jena GmbH,DE
913,Atosiban EVER Pharma,Atosibanum,"roztwór do
wstrzykiwań",75 mg/10 ml,1 fiol. 10 ml,Lz,5909991309039,EVER Valinject GmbH,23653,EVER Pharma Jena GmbH,DE
914,Atossa,Ondansetronum,tabletki powlekane,8 mg,10 tabl.,Rp,5909990744510,"Egis Pharmaceuticals
PLC",7445,"Anpharm Przedsiębiorstwo
Farmaceutyczne S.A.
Egis Pharmaceuticals PLC
Egis Pharmaceuticals PLC","PL
HU
HU"
915,Atozet,"Ezetimibum +
Atorvastatinum",tabletki powlekane,"10 mg + 10
mg","10 tabl.
30 tabl. w blistrze
30 tabl. w blistrze
perforowanym
45 tabl.
90 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp
Rp","5909991226459
5909991226466
5909991226473
5909991226480
5909991226497
5909991226503","Merck Sharp & Dohme
Ltd.",22521,Merck Sharp & Dohme B.V.,NL
916,Atozet,"Ezetimibum +
Atorvastatinum",tabletki powlekane,"10 mg + 20
mg","10 tabl.
30 tabl. w blistrze
30 tabl. w blistrze
perforowanym
45 tabl.
90 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp
Rp","5909991226534
5909991226558
5909991226541
5909991226565
5909991226572
5909991226589","Merck Sharp & Dohme
Ltd.",22522,Merck Sharp & Dohme B.V.,NL
917,Atozet,"Ezetimibum +
Atorvastatinum",tabletki powlekane,"10 mg + 40
mg","10 tabl.
30 tabl. w blistrze
30 tabl. w blistrze
perforowanym
45 tabl.
90 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp
Rp","5909991226619
5909991226633
5909991226626
5909991226640
5909991226657
5909991226664","Merck Sharp & Dohme
Ltd.",22523,Merck Sharp & Dohme B.V.,NL
918,Atozet,"Ezetimibum +
Atorvastatinum",tabletki powlekane,"10 mg + 80
mg","10 tabl.
30 tabl. w blistrze
30 tabl. w blistrze
perforowanym
45 tabl.
90 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp
Rp","5909991226718
5909991226725
5909991226732
5909991226749
5909991226756
5909991226763","Merck Sharp & Dohme
Ltd.",22524,Merck Sharp & Dohme B.V.,NL
919,Atractin,Atorvastatinum,tabletki powlekane,10 mg,"30 tabl.
100 tabl.","Rp
Rp","5909990078141
5909990078172","PharmaSwiss Ceska
Republika s.r.o.",14161,"Actavis ehf.
Balkanpharma-Dupnitsa AD","IS
BG"
920,Atractin,Atorvastatinum,tabletki powlekane,20 mg,"30 tabl.
100 tabl.","Rp
Rp","5909990078264
5909990078295","PharmaSwiss Ceska
Republika s.r.o.",14162,"Actavis ehf.
Balkanpharma-Dupnitsa AD","IS
BG"
921,Atractin,Atorvastatinum,tabletki powlekane,40 mg,"30 tabl.
100 tabl.","Rp
Rp","5909990078356
5909990078387","PharmaSwiss Ceska
Republika s.r.o.",14163,Actavis ehf.,IS
922,"Atram 6,25",Carvedilolum,tabletki,"6,25 mg",30 tabl.,Rp,5909990570454,"Zentiva, k.s.",12075,"Zentiva, k.s.",CZ
923,"Atram 12,5",Carvedilolum,tabletki,"12,5 mg",30 tabl.,Rp,5909990570430,"Zentiva, k.s.",12099,"Zentiva, k.s.",CZ
924,Atram 25,Carvedilolum,tabletki,25 mg,"30 tabl.
90 tabl.","Rp
Rp","5909990570409
5909990570416","Zentiva, k.s.",12098,"Zentiva, k.s.",CZ
925,"Atrederm 0,025%","Tretinoinum + int-rac-alfa
Tocopherylis acetas",roztwór na skórę,"(250 mcg +
50 mcg)/ml",1 butelka 60 ml,Rp,5909990231010,"Teva Pharmaceuticals
Polska Sp. z o.o.",2310,"Teva Operations Poland Sp.
z o.o.",PL
926,"Atrederm 0,05%","Tretinoinum +
Tocopheroli acetas",roztwór na skórę,"(500 mcg +
100 mcg)/ml",1 butelka 60 ml,Rp,5909990136810,"Teva Pharmaceuticals
Polska Sp. z o.o.",1368,"Teva Operations Poland Sp.
z o.o.",PL
927,Atrodil,Ipratropii bromidum,"aerozol inhalacyjny,
roztwór","20
mcg/dawkę
inhalacyjną","1 pojemnik 10 ml (200
dawek)",Rp,5909991185879,"Zakłady Farmaceutyczne
POLPHARMA S.A.",21990,"Zakłady Farmaceutyczne
POLPHARMA S.A.
Laboratorio Aldo-Union S.A.","PL
ES"
928,Atrolak,Quetiapinum,"tabletki o
przedłużonym
uwalnianiu",50 mg,"6 tabl.
10 tabl.
20 tabl.
28 tabl.
30 tabl.
50 tabl.
60 tabl.
90 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909991086060
5909991086077
5909991086084
5909991086091
5909991086107
5909991086121
5909991086138
5909991086145
5909991086152",Astron Healthcare Limited,21482,"Astron Healthcare Limited
Pharmacare Premium Ltd.
Cemelog – BRS Ltd.","GB
MT
HU"
929,Atrolak,Quetiapinum,"tabletki o
przedłużonym
uwalnianiu",150 mg,"10 tabl.
30 tabl.
50 tabl.
60 tabl.
60 tabl. w butelce
100 tabl. w butelce
100 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909991307448
5909991307455
5909991307462
5909991307479
5909991307486
5909991307493
5909991307509","Accord Healthcare
Limited",23617,"Wessling Hungary Kft.
GAP SA
Accord Healthcare Limited","HU
GR
GB"
930,Atrolak,Quetiapinum,"tabletki o
przedłużonym
uwalnianiu",200 mg,"10 tabl.
30 tabl.
50 tabl.
60 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp","5909990916443
5909990916450
5909990916467
5909990916474
5909990916481",Astron Healthcare Limited,18813,"Astron Healthcare Limited
Cemelog BRS Kft.
Pharmacare Premium Ltd.","GB
HU
MT"
931,Atrolak,Quetiapinum,"tabletki o
przedłużonym
uwalnianiu",300 mg,"10 tabl.
30 tabl.
50 tabl.
60 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp","5909990916498
5909990916504
5909990916528
5909990916535
5909990916542",Astron Healthcare Limited,18814,"Astron Healthcare Limited
Cemelog BRS Kft.
Pharmacare Premium Ltd.","GB
HU
MT"
932,Atrolak,Quetiapinum,"tabletki o
przedłużonym
uwalnianiu",400 mg,"10 tabl.
30 tabl.
50 tabl.
60 tabl.
100 tabl.","Rp
Rp
Rp
Rp
Rp","5909990916559
5909990916566
5909990916573
5909990916580
5909990916597",Astron Healthcare Limited,18815,"Astron Healthcare Limited
Cemelog BRS Kft.
Pharmacare Premium Ltd.","GB
HU
MT"
933,"Atropinum sulfuricum
WZF",Atropini sulfas,"roztwór do
wstrzykiwań","0,5 mg/ml",10 amp. 1 ml,Rp,5909990860012,"Warszawskie Zakłady
Farmaceutyczne POLFA
S.A.",8600,"Warszawskie Zakłady
Farmaceutyczne POLFA
S.A.",PL
934,"Atropinum sulfuricum
WZF",Atropini sulfas,"roztwór do
wstrzykiwań",1 mg/ml,10 amp. 1 ml,Rp,5909990860111,"Warszawskie Zakłady
Farmaceutyczne POLFA
S.A.",8601,"Warszawskie Zakłady
Farmaceutyczne POLFA
S.A.",PL
935,"Atropinum sulfuricum
WZF 1%",Atropini sulfas,"krople do oczu,
roztwór",10 mg/ml,1 butelka 5 ml,Rp,5909990243112,"Warszawskie Zakłady
Farmaceutyczne POLFA
S.A.",2431,"Warszawskie Zakłady
Farmaceutyczne POLFA
S.A.",PL
936,Atrovent,Ipratropii bromidum,"roztwór do
nebulizacji","0,25 mg/ml",1 butelka 20 ml,Rp,5909990322114,"Boehringer Ingelheim
International GmbH",3221,"Boehringer Ingelheim
Pharma GmbH & Co. KG",DE
937,Atrovent N,Ipratropii bromidum,"aerozol inhalacyjny,
roztwór","20
mcg/dawkę
inhalacyjną",1 poj. 10 ml (200 dawek),Rp,5909990999019,"Boehringer Ingelheim
International GmbH",9990,"Boehringer Ingelheim
Pharma GmbH & Co. KG",DE
938,Atrox,Atorvastatinum,tabletki powlekane,80 mg,"10 tabl.
14 tabl.
28 tabl.
30 tabl.
56 tabl.
60 tabl.","Rp
Rp
Rp
Rp
Rp
Rp","5909991011321
5909991011369
5909991011376
5909991011383
5909991011390
5909991011406",Biofarm Sp. z o.o.,20517,Biofarm Sp. z o.o.,PL
939,Atrox 10,Atorvastatinum,tabletki powlekane,10 mg,"30 tabl.
60 tabl.","Rp
Rp","5909991124618
5907695215137",Biofarm Sp. z o.o.,11246,Biofarm Sp. z o.o.,PL
940,Atrox 20,Atorvastatinum,tabletki powlekane,20 mg,"30 tabl.
60 tabl.","Rp
Rp","5909991124717
5907695215144",Biofarm Sp. z o.o.,11247,Biofarm Sp. z o.o.,PL
941,Atrox 40,Atorvastatinum,tabletki powlekane,40 mg,"10 tabl.
30 tabl.
60 tabl.","Rp
Rp
Rp","5907695215083
5909991124816
5907695215151",Biofarm Sp. z o.o.,11248,Biofarm Sp. z o.o.,PL
942,Atrozol,Anastrozolum,tabletki powlekane,1 mg,"28 tabl.
30 tabl.","Rp
Rp","5909991090029
5909991090012",Vipharm S.A.,10900,Vipharm S.A.,PL
943,Atussan,Butamirati citras,syrop,"1,5 mg/ml","1 butelka 100 ml
1 butelka 150 ml
1 butelka 200 ml","OTC
OTC
OTC","5909990864256
5909990864263
5909990864270",Polfarmex S.A.,18093,Polfarmex S.A.,PL
944,Atussan mite,Butamirati citras,syrop,"0,8 mg/ml","1 butelka 200 ml
1 butelka 100 ml
1 butelka 150 ml","OTC
OTC
OTC","5909990864386
5909990864362
5909990864379",Polfarmex S.A.,18094,Polfarmex S.A.,PL
945,Atywia,"Ethinylestradiolum +
Dienogestum",tabletki powlekane,"0,03 mg + 2
mg","21 tabl.
63 tabl.
126 tabl.","Rp
Rp
Rp","5909990790746
5909990790753
5909990790760",Exeltis Poland Sp. z o.o.,17042,"Laboratorios Leon Farma
S.A.",ES
946,Atywia Daily,"Ethinylestradiolum +
Dienogestum",tabletki powlekane,"0,03 mg + 2
mg","28 tabl.
84 tabl.
168 tabl.","Rp
Rp
Rp","5909991280727
5909991280734
5909991280741",Exeltis Poland Sp. z o.o.,23262,"Laboratorios Leon Farma,
S.A.",ES
947,Auglavin,"Amoxicillinum + Acidum
clavulanicum","proszek do
sporządzania
zawiesiny doustnej","(400 mg +
57 mg)/5 ml","1 butelka 35 ml
1 butelka 70 ml
1 butelka 100 ml
1 butelka 140 ml","Rp
Rp
Rp
Rp","5909991050443
5909991050467
5909991050658
5909991050665","Zakłady Farmaceutyczne
POLPHARMA S.A.",21007,"APL Swift Services (Malta)
Ltd.",MT
948,Auglavin,"Amoxicillinum + Acidum
clavulanicum",tabletki powlekane,"500 mg +
125 mg","4 tabl.
5 tabl.
6 tabl.
7 tabl.
8 tabl.
10 tabl.
12 tabl.
14 tabl.
15 tabl.
16 tabl.
20 tabl.
21 tabl.
25 tabl.
30 tabl.
35 tabl.
40 tabl.
50 tabl.
100 tabl.
500 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990815548
5909990815555
5909990815562
5909990815579
5909990815586
5909990815593
5909990815609
5909990815623
5909990815630
5909990815647
5909990815654
5909990815661
5909990815678
5909990815685
5909990815692
5909990815708
5909990815722
5909990815739
5909990815746","Zakłady Farmaceutyczne
POLPHARMA S.A.",17491,"Milpharm Limited
APL Swift Services (Malta)
Ltd.","GB
MT"
949,Auglavin,"Amoxicillinum + Acidum
clavulanicum",tabletki powlekane,"875 mg +
125 mg","4 tabl.
5 tabl.
6 tabl.
7 tabl.
8 tabl.
10 tabl.
12 tabl.
14 tabl.
15 tabl.
16 tabl.
20 tabl.
21 tabl.
25 tabl.
30 tabl.
35 tabl.
40 tabl.
50 tabl.
100 tabl.
500 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990815753
5909990815760
5909990815777
5909990815784
5909990815791
5909990815807
5909990815876
5909990815883
5909990815890
5909990815906
5909990815944
5909990815951
5909990815968
5909990815975
5909990815982
5909990815999
5909990816002
5909990816033
5909990816040","Zakłady Farmaceutyczne
POLPHARMA S.A.",17492,"Milpharm Limited
APL Swift Services (Malta)
Ltd.","GB
MT"
950,Augmentin,"Amoxicillinum + Acidum
clavulanicum","proszek do
sporządzania
roztworu do infuzji","(2 g + 200
mg)/2,2 g","1 butelka
5 butelek proszku
10 fiol. proszku
50 butelek proszku","Rp
Rp
Rp
Rp","5909990964413
5909991100254
5909991100247
5909991100261","GlaxoSmithKline Export
Ltd",9644,"SmithKline Beecham
Pharmaceuticals
Biopharma S.r.l.","GB
IT"
951,Augmentin,"Amoxicillinum + Acidum
clavulanicum","proszek do
sporządzania
roztworu do
wstrzykiwań lub
infuzji","1000 mg +
200 mg","5 fiol. proszku
10 fiol. proszku
1 fiol. proszku
25 fiol. proszku
100 fiol. proszku
5 butelek proszku","Rp
Rp
Rp
Rp
Rp
Rp","5909990079711
5909990079728
5909991100186
5909991100193
5909991100209
5909991100230","GlaxoSmithKline Export
Ltd",797,"SmithKline Beecham
Pharmaceuticals
Biopharma S.r.l.
GlaxoSmithKline
Pharmaceuticals S.A.","GB
IT
PL"
952,Augmentin,"Amoxicillinum + Acidum
clavulanicum","proszek do
sporządzania
zawiesiny doustnej","(400 mg +
57 mg)/5 ml","1 fl. 5,3 g proszku/35 ml
zawiesiny
1 fl. 12,6 g proszku/70 ml
zawiesiny
1 fl. 25,2 g proszku/140 ml
zawiesiny","Rp
Rp
Rp","5909990419319
5909990419326
5909990419333","GlaxoSmithKline Export
Ltd",4193,"SmithKline Beecham
Pharmaceuticals
Glaxo Wellcome Production
GlaxoSmithKline
Pharmaceuticals S.A.","GB
FR
PL"
953,Augmentin,"Amoxicillinum + Acidum
clavulanicum",tabletki powlekane,"250 mg +
125 mg","21 tabl.
21 tabl. (3 x 7)","Rp
Rp","5909990064113
5909990064120","GlaxoSmithKline Export
Ltd",641,"SmithKline Beecham
Pharmaceuticals",GB
954,Augmentin,"Amoxicillinum + Acidum
clavulanicum",tabletki powlekane,"500 mg +
125 mg","4 tabl.
10 tabl.
12 tabl.
14 tabl. w blistrze
14 tabl. (2 x 7)
16 tabl.
20 tabl.
21 tabl. (3 x 7)
24 tabl.
30 tabl.
100 tabl.
500 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909991093846
5909991093853
5909991093860
5909990368211
5909990368235
5909991093877
5909991093884
5909990368242
5909991093891
5909991094461
5909991093907
5909991093938","GlaxoSmithKline Export
Ltd",3682,"Glaxo Wellcome Production
SmithKline Beecham
Pharmaceuticals
GlaxoSmithKline
Pharmaceuticals S.A.","FR
GB
PL"
955,Augmentin,"Amoxicillinum + Acidum
clavulanicum",tabletki powlekane,"875 mg +
125 mg","2 tabl.
4 tabl.
10 tabl.
12 tabl.
14 tabl. (2 x 7)
14 tabl. (1 x 14)
16 tabl.
20 tabl.
24 tabl.
30 tabl.
100 tabl.
500 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909991093945
5909991093952
5909991093969
5909991093976
5909990717521
5909990717514
5909991093983
5909991093990
5909991094003
5909991094478
5909991094027
5909991094034","GlaxoSmithKline Export
Ltd",7175,"SmithKline Beecham
Pharmaceuticals
Glaxo Wellcome Production
GlaxoSmithKline
Pharmaceuticals S.A.","GB
FR
PL"
956,Augmentin ES,"Amoxicillinum + Acidum
clavulanicum","proszek do
sporządzania
zawiesiny doustnej","(600 mg +
42,9 mg)/5
ml","1 butelka 50 ml
1 butelka 75 ml
1 butelka 100 ml
1 butelka 150 ml","Rp
Rp
Rp
Rp","5909990614288
5909990614295
5909990614318
5909990614332","GlaxoSmithKline Export
Ltd",12306,"Glaxo Wellcome Production
SmithKline Beecham
Pharmaceuticals","FR
GB"
957,Augmentin SR,"Amoxicillinum + Acidum
clavulanicum","tabletki o
przedłużonym
uwalnianiu","1000 mg +
62,5 mg","4 tabl.
16 tabl.
20 tabl.
28 tabl.
40 tabl.
50 tabl.
100 tabl.
500 tabl.","Rp
Rp
Rp
Rp
Rp
Rp
Rp
Rp","5909990041954
5909990041961
5909990041978
5909990041985
5909991139827
5909991139834
5909991139841
5909991139858","GlaxoSmithKline Export
Ltd",12737,Glaxo Wellcome Production,FR
